snapped_at,volume
2024-05-18 08:10:00 +0000,1500088753.56084107070682733112691944
2024-05-19 08:10:00 +0000,945863521.168864063735656046554964
2024-05-20 08:10:00 +0000,1502347383.65783656665365966675038625
2024-05-21 08:10:00 +0000,2903879242.49557386854521189146964572
2024-05-22 08:10:00 +0000,2244581072.5101760569612490839442632
2024-05-23 08:10:00 +0000,1409335818.53571665266654761674430695
2024-05-24 08:10:00 +0000,3225729133.385942765670779663418852
2024-05-25 08:10:00 +0000,1203861793.73306941579486994707408705
2024-05-26 08:10:00 +0000,1060912780.61589769702215553478123527
2024-05-27 08:10:00 +0000,1254652343.7334813288207904151965535
2024-05-28 08:10:00 +0000,1591700929.82256788882381283927569925
2024-05-29 08:10:00 +0000,1445262879.30008658632881446522150038
2024-05-30 08:10:00 +0000,1875306359.49998574232450460299940895
2024-05-31 08:10:00 +0000,1337818725.84599853983079234477032988
2024-06-01 08:10:00 +0000,1075468675.24591980139650702788619475
2024-06-02 08:10:00 +0000,566317082.31579536500272055280917392
2024-06-03 08:10:00 +0000,943732111.22435648109905745170570316
2024-06-04 08:10:00 +0000,958422740.40399880851158896317888762
2024-06-05 08:10:00 +0000,1127213514.64671673685212677962192412
2024-06-06 08:10:00 +0000,1231997516.55224325190713059868814113
2024-06-07 08:10:00 +0000,1145401133.8966008758709507157881299
2024-06-08 08:10:00 +0000,1886882596.16446675389786354189015261
2024-06-09 08:10:00 +0000,892147946.65953675485999521053349685
2024-06-10 08:10:00 +0000,783120210.75108979754632618448631076
2024-06-11 08:10:00 +0000,1066360833.00368818992007165047077202
2024-06-12 08:10:00 +0000,1106032789.03057618204413635689758048
2024-06-13 08:10:00 +0000,1419615907.50133256063907611593427186
2024-06-14 08:10:00 +0000,881505675.915786705989959317431056
2024-06-15 08:10:00 +0000,987912211.08829589759909005839230274
2024-06-16 08:10:00 +0000,490893874.9213632948777640202982444
2024-06-17 08:10:00 +0000,937096470.41348118561017551780022674
2024-06-18 08:10:00 +0000,1710878208.40955506703773445905282802
2024-06-19 08:10:00 +0000,1286848965.11878926093568441918819068
2024-06-20 08:10:00 +0000,814476898.45738739174351010329183825
2024-06-21 08:10:00 +0000,1094871374.10544356205661368680948276
2024-06-22 08:10:00 +0000,855078977.26107974881949788877382336
2024-06-23 08:10:00 +0000,478918983.05534463094691644654176824
2024-06-24 08:10:00 +0000,966812170.90341256294356403265937612
2024-06-25 08:10:00 +0000,1597763196.5091969181164653334875412
2024-06-26 08:10:00 +0000,1087586880.2032770614152874345845084
2024-06-27 08:10:00 +0000,1010180621.44752053353702047153421398
2024-06-28 08:10:00 +0000,988723493.86557840110630437210738272
2024-06-29 08:10:00 +0000,723471761.5136094427335842648448575
2024-06-30 08:10:00 +0000,505923350.96822152817436786573046636
2024-07-01 08:10:00 +0000,812431549.20433241162148529103003652
2024-07-02 08:10:00 +0000,784839856.2149623255332966036443025
2024-07-03 08:10:00 +0000,894441342.78925976450062486976107246
